symbol,name,reportDate,fiscalDateEnding,estimate,currency
CE,Celanese Corp - Series A,2023-11-01,2023-09-30,2.21,USD
CEAD,CEA Industries Inc,2023-11-13,2023-09-30,,USD
CECE,CECE,2023-11-06,2023-09-30,,USD
CECO,Ceco Environmental Corp,2023-11-06,2023-09-30,0.18,USD
CEFC,CEFC,2023-10-25,2023-09-30,,USD
CEG,Constellation Energy Corporation,2023-11-08,2023-09-30,1.37,USD
CEIX,Consol Energy Inc,2023-10-30,2023-09-30,4.8,USD
CELC,Celcuity Inc,2023-11-08,2023-09-30,-0.68,USD
CELH,Celsius Holdings Inc,2023-11-07,2023-09-30,0.46,USD
CELJF,CELJF,2023-11-22,2023-09-30,0,ILS
CELL,PhenomeX Inc,2023-11-06,2023-09-30,-0.23,USD
CELU,Celularity Inc - Class A,2023-11-08,2023-09-30,-0.03,USD
CELZ,Creative Medical Technology Holdings Inc,2023-11-06,2023-09-30,-0.86,USD
CEMI,CEMI,2023-11-01,2023-09-30,,USD
CENT,Central Garden & Pet Company,2023-11-20,2023-09-30,0.07,USD
CENTA,Central Garden & Pet Co. - Class A,2023-11-28,2023-09-30,0.1328,USD
CENX,Century Aluminum Company,2023-11-06,2023-09-30,-0.12,USD
CEPU,Central Puerto,2023-11-13,2023-09-30,0.035,ARS
CEQP,Crestwood Equity Partners LP,2023-10-31,2023-09-30,0.28,USD
CERE,Cerevel Therapeutics Holdings Inc,2023-11-06,2023-09-30,-0.64,USD
CERGF,CERGF,2023-11-06,2023-09-30,,USD
CERS,Cerus Corp,2023-11-01,2023-09-30,-0.05,USD
CERT,Certara Inc,2023-11-06,2023-09-30,0.11,USD
CESDF,CESDF,2023-11-08,2023-09-30,,CAD
CETEF,CETEF,2023-11-13,2023-09-30,,CAD
CETY,Clean Energy Technologies Inc,2023-11-13,2023-09-30,,USD
CETYD,CETYD,2023-11-13,2023-09-30,,USD
CEV,Eaton Vance California Municipal Income Trust,2023-11-29,2023-08-31,0,USD
CEVA,Ceva Inc,2023-11-07,2023-09-30,0.04,USD
CF,CF Industries Holdings Inc,2023-11-01,2023-09-30,0.99,USD
CFB,Crossfirst Bankshares Inc,2023-10-16,2023-09-30,0.31,USD
CFBK,CF Bankshares Inc,2023-11-06,2023-09-30,0.6,USD
CFFI,C & F Financial Corp,2023-10-25,2023-09-30,,USD
CFFN,Capitol Federal Financial,2023-10-24,2023-07-31,0.03,USD
CFG,Citizens Financial Group Inc,2023-10-18,2023-09-30,0.92,USD
CFLT,Confluent Inc Class A,2023-10-31,2023-09-30,-0.04,USD
CFMS,Conformis Inc,2023-10-31,2023-09-30,-1.19,USD
CFNB,CFNB,2023-10-25,2023-09-30,0,USD
CFOK,CFOK,2023-10-30,2023-09-30,,USD
CFOO,CFOO,2023-11-15,2023-09-30,,USD
CFPUF,CFPUF,2023-10-25,2023-09-30,,CAD
CFPZF,CFPZF,2023-10-25,2023-09-30,,CAD
CFR,Cullen Frost Bankers Inc,2023-10-25,2023-09-30,2.15,USD
CFRX,ContraFect Corp,2023-11-13,2023-09-30,-0.66,USD
CFWFF,CFWFF,2023-10-23,2023-09-30,,CAD
CFXTF,CFXTF,2023-11-06,2023-09-30,,CAD
CG,Carlyle Group Inc (The),2023-11-06,2023-09-30,0.7,USD
CGA,China Green Agriculture Inc,2023-11-15,2023-09-30,0,USD
CGAU,Centerra Gold Inc,2023-11-06,2023-09-30,0.28,USD
CGBD,Carlyle Secured Lending Inc,2023-11-06,2023-09-30,0.51,USD
CGC,Canopy Growth Corporation,2023-11-07,2023-09-30,-0.14,CAD
CGDXF,CGDXF,2023-11-29,2023-09-30,,USD
CGEAF,CGEAF,2023-10-25,2023-08-31,,USD
CGECF,CGECF,2023-10-25,2023-08-31,,USD
CGEM,Cullinan Oncology Inc,2023-11-13,2023-09-30,-0.94,USD
CGEMY,CGEMY,2023-11-07,2023-09-30,0,EUR
CGEN,Compugen Ltd,2023-11-13,2023-09-30,-0.1,USD
CGFEF,CGFEF,2023-11-27,2023-09-30,,CNY
CGGYY,CGGYY,2023-11-06,2023-09-30,0,USD
CGIP,CGIP,2023-11-02,2023-09-30,0,USD
CGJTF,CGJTF,2023-10-30,2023-09-30,,CAD
CGNSF,CGNSF,2023-12-14,2023-10-31,,CAD
CGNT,Cognyte Software Ltd,2023-12-18,2023-10-31,0.01,USD
CGNX,Cognex Corp,2023-11-01,2023-09-30,0.14,USD
CGRN,Capstone Green Energy Corp,2023-11-13,2023-09-30,-0.18,USD
CGTX,Cognition Therapeutics Inc,2023-11-14,2023-09-30,-0.24,USD
CGUSY,CGUSY,2023-10-24,2023-09-30,0,EUR
CGXEF,CGXEF,2023-10-30,2023-09-30,,USD
CHALF,CHALF,2023-11-20,2023-09-30,,USD
CHBAY,CHBAY,2023-11-09,2023-09-30,0.809,JPY
CHCI,Comstock Holding Co. Inc - Class A,2023-11-08,2023-09-30,,USD
CHCJY,CHCJY,2023-10-26,2023-09-30,0.9113,CNY
CHCO,City Holding Company,2023-10-16,2023-09-30,1.88,USD
CHCT,Community Healthcare Trust Inc,2023-10-30,2023-09-30,0.24,USD
CHD,Church & Dwight Co. Inc,2023-10-26,2023-09-30,0.68,USD
CHDN,Churchill Downs Inc,2023-10-24,2023-09-30,0.93,USD
CHE,Chemed Corp,2023-10-30,2023-09-30,4.9,USD
CHEF,Chefs` Warehouse Inc,2023-10-24,2023-09-30,0.35,USD
CHEK,Check-Cap Ltd,2023-10-30,2023-09-30,-0.29,USD
CHELF,CHELF,2023-11-27,2023-09-30,,CAD
CHFHY,CHFHY,2023-10-27,2023-09-30,0,CNY
CHGG,Chegg Inc,2023-10-30,2023-09-30,0.17,USD
CHGS,CHGS,2023-11-10,2023-09-30,0,USD
CHH,Choice Hotels International Inc,2023-11-06,2023-09-30,1.87,USD
CHHHF,CHHHF,2023-11-07,2023-09-30,,CAD
CHK,Chesapeake Energy Corp - New,2023-10-30,2023-09-30,0.79,USD
CHKP,Check Point Software Technologies Ltd,2023-10-25,2023-09-30,2.02,USD
CHKR,CHKR,2023-11-13,2023-09-30,0,USD
CHMG,Chemung Financial Corp,2023-10-18,2023-09-30,1.13,USD
CHMI,Cherry Hill Mortgage Investment Corporation,2023-10-31,2023-09-30,0.17,USD
CHMX,CHMX,2023-11-10,2023-09-30,,USD
CHNC,CHNC,2023-11-01,2023-08-31,0,USD
CHNGQ,CHNGQ,2023-11-15,2023-09-30,0,USD
CHNR,China Natural Resources Inc,2023-11-07,2023-09-30,,CNY
CHNXF,CHNXF,2023-09-27,2023-07-31,,CAD
CHPT,ChargePoint Holdings Inc - Class A,2023-11-13,2023-09-30,-0.13,USD
CHRA,CHRA,2023-11-13,2023-09-30,,USD
CHRD,Chord Energy Corp - New,2023-10-31,2023-09-30,4.46,USD
CHRRF,CHRRF,2023-11-07,2023-09-30,,CAD
CHRS,Coherus Biosciences Inc,2023-11-06,2023-09-30,-0.29,USD
CHRW,C.H. Robinson Worldwide Inc,2023-10-31,2023-09-30,0.86,USD
CHS,Chico`s Fas Inc,2023-11-20,2023-08-31,0.09,USD
CHSTY,CHSTY,2023-11-29,2023-09-30,0,CNY
CHT,Chunghwa Telecom,2023-11-01,2023-09-30,0.3889,TWD
CHTR,Charter Communications Inc - Class A,2023-10-27,2023-09-30,8.17,USD
CHUC,CHUC,2023-11-17,2023-09-30,0,USD
CHUY,Chuy`s Holdings Inc,2023-11-01,2023-09-30,0.36,USD
CHVKF,CHVKF,2023-10-26,2023-09-30,,CNY
CHWWF,CHWWF,2023-11-06,2023-09-30,,CAD
CHWY,Chewy Inc - Class A,2023-12-06,2023-10-31,-0.06,USD
CHX,ChampionX Corp,2023-10-23,2023-09-30,0.5,USD
CHYHY,CHYHY,2023-10-12,2023-08-31,0.1506,EUR
CI,Cigna Group (The),2023-11-02,2023-09-30,6.67,USD
CIA,Citizens Inc - Class A,2023-11-02,2023-09-30,,USD
CIB,Bancolombia S.A.,2023-11-08,2023-09-30,1.46,COP
CIBH,CIBH,2023-10-12,2023-09-30,,USD
CIBY,CIBY,2023-11-30,2023-09-30,,USD
CICHY,CICHY,2023-10-27,2023-09-30,0.9651,CNY
CICOY,CICOY,2023-11-02,2023-09-30,0.2001,CNY
CIDM,CIDM,2023-11-13,2023-09-30,,USD
CIEN,CIENA Corp,2023-12-06,2023-10-31,0.69,USD
CIFR,Cipher Mining Inc,2023-11-13,2023-09-30,-0.03,USD
CIG,Cia Energetica DE Minas Gerais - Cemig,2023-11-09,2023-09-30,0.1139,USD
CIG-C,Cia Energetica DE Minas Gerais - Cemig,2023-11-09,2023-09-30,0.2278,BRL
CIGI,Colliers International Group Inc,2023-10-30,2023-09-30,1.73,USD
CIH,CIH,2023-11-12,2023-09-30,,USD
CIM,Chimera Investment Corp,2023-11-01,2023-09-30,0.17,USD
CINF,Cincinnati Financial Corp,2023-10-30,2023-09-30,1.1,USD
CING,Cingulate Inc,2023-11-13,2023-09-30,-0.3967,USD
CINT,CI&T Inc Class A,2023-11-20,2023-09-30,0.07,BRL
CIO,City Office REIT Inc,2023-11-06,2023-09-30,-0.07,USD
CION,CION Invt Corp,2023-11-06,2023-09-30,0.39,USD
CIPI,CIPI,2023-11-13,2023-09-30,,USD
CIR,Circor International Inc,2023-11-13,2023-09-30,0.58,USD
CISO,CISO Global Inc,2023-11-29,2023-09-30,-0.05,USD
CIVB,Civista Bancshares Inc,2023-10-25,2023-09-30,0.6,USD
CIVI,Civitas Resources Inc New,2023-10-30,2023-09-30,2.4,USD
CIX,Compx International Inc - Class A,2023-10-31,2023-09-30,,USD
CIXXF,CIXXF,2023-11-08,2023-09-30,0.6211,CAD
CIZN,Citizens Holding Company,2023-10-23,2023-09-30,,USD
CJCFF,CJCFF,2023-12-14,2023-10-31,,CAD
CJIMF,CJIMF,2023-11-06,2023-09-30,,CAD
CJJD,China Jo-Jo Drugstores Inc,2023-11-10,2023-09-30,0,USD
CJPRY,CJPRY,2023-10-30,2023-09-30,0.1818,JPY
CJREF,CJREF,2023-10-19,2023-08-31,-0.07,CAD
CKHUY,CKHUY,2023-11-29,2023-09-30,0,HKD
CKISY,CKISY,2023-11-29,2023-09-30,0,HKD
CKPT,Checkpoint Therapeutics Inc,2023-11-08,2023-09-30,-0.72,USD
CKX,CKX Lands Inc,2023-11-07,2023-09-30,,USD
CL,Colgate-Palmolive Company,2023-10-27,2023-09-30,0.8,USD
CLAR,Clarus Corp,2023-11-06,2023-09-30,0.28,USD
CLB,Core Laboratories Inc,2023-10-24,2023-09-30,0.2423,USD
CLBK,Columbia Financial Inc,2023-10-24,2023-09-30,0.08,USD
CLBT,Cellebrite DI Ltd,2023-11-08,2023-09-30,0.0229,USD
CLCFF,CLCFF,2023-10-31,2023-08-31,,CAD
CLCN,CLCN,2023-11-29,2023-09-30,0,USD
CLCO,Cool Company Ltd,2023-11-22,2023-09-30,0.56,USD
CLCS,CLCS,2023-12-08,2023-09-30,,USD
CLDT,Chatham Lodging Trust,2023-11-06,2023-09-30,0.17,USD
CLDX,Celldex Therapeutics Inc,2023-11-07,2023-09-30,-0.68,USD
CLEV,CLEV,2023-10-28,2023-07-31,,USD
CLEV,CLEV,2023-12-09,2023-10-31,,USD
CLF,Cleveland-Cliffs Inc,2023-10-23,2023-09-30,0.46,USD
CLFD,Clearfield Inc,2023-11-15,2023-09-30,0.1,USD
CLGCF,CLGCF,2023-11-06,2023-09-30,,CAD
CLGN,CollPlant Biotechnologies Ltd New,2023-11-29,2023-09-30,-0.13,USD
CLGPF,CLGPF,2023-10-24,2023-09-30,,USD
CLH,Clean Harbors Inc,2023-10-31,2023-09-30,2.08,USD
CLHI,CLHI,2023-10-11,2023-08-31,0,USD
CLIR,ClearSign Technologies Corp,2023-11-29,2023-09-30,-0.04,USD
CLKFF,CLKFF,2023-11-06,2023-09-30,,CAD
CLKXF,CLKXF,2023-10-30,2023-09-30,,CAD
CLLS,Cellectis,2023-11-09,2023-09-30,-0.3782,USD
CLMB,Climb Global Solutions Inc,2023-10-31,2023-09-30,0.66,USD
CLMT,Calumet Specialty Products Partners L.P.,2023-11-07,2023-09-30,0.3,USD
CLNE,Clean Energy Fuels Corp,2023-11-06,2023-09-30,-0.01,USD
CLNFF,CLNFF,2023-11-27,2023-09-30,,USD
CLNN,Clene Inc,2023-11-06,2023-09-30,-0.09,USD
CLOQ,CLOQ,2023-10-23,2023-09-30,,USD
CLOV,Clover Health Investments Corp - Class A,2023-11-06,2023-09-30,-0.12,USD
CLPBY,CLPBY,2023-11-09,2023-09-30,0.092,USD
CLPR,Clipper Realty Inc,2023-11-07,2023-09-30,0.04,USD
CLPS,CLPS Inc,2023-10-19,2023-09-30,,USD
CLPT,ClearPoint Neuro Inc,2023-11-06,2023-09-30,-0.25,USD
CLRB,Cellectar Biosciences Inc,2023-11-01,2023-09-30,-0.715,USD
CLRD,CLRD,2023-11-21,2023-09-30,0,USD
CLRMF,CLRMF,2023-09-26,2023-07-31,,CAD
CLRO,ClearOne Inc,2023-11-13,2023-09-30,,USD
CLS,Celestica Inc,2023-10-23,2023-09-30,0.6,USD
CLSD,Clearside Biomedical Inc,2023-11-06,2023-09-30,-0.15,USD
CLSH,CLSH,2023-10-11,2023-08-31,,USD
CLSK,Cleanspark Inc,2023-12-12,2023-09-30,-0.12,USD
CLVR,Clever Leaves Holdings Inc,2023-11-07,2023-09-30,-2.1,USD
CLVS,CLVS,2023-11-07,2023-09-30,,USD
CLVSQ,CLVSQ,2023-11-07,2023-09-30,,USD
CLVT,Clarivate Plc,2023-11-06,2023-09-30,0.18,USD
CLW,Clearwater Paper Corp,2023-10-30,2023-09-30,2.1,USD
CLWT,Euro Tech Holdings Co. Ltd,2023-12-22,2023-09-30,,USD
CLWY,CLWY,2023-11-15,2023-09-30,0,USD
CLX,Clorox Company,2023-10-30,2023-09-30,1.37,USD
CLXT,CLXT,2023-11-01,2023-09-30,,USD
CLZNY,CLZNY,2023-10-30,2023-09-30,0.3297,CHF
CM,Canadian Imperial Bank Of Commerce,2023-11-29,2023-10-31,1.18,USD
CMA,Comerica Inc,2023-10-20,2023-09-30,1.7,USD
CMAX,CareMax Inc - Class A,2023-11-07,2023-09-30,-0.11,USD
CMBM,Cambium Networks Corp,2023-11-01,2023-09-30,0.17,USD
CMC,Commercial Metals Company,2023-10-12,2023-08-31,1.93,USD
CMCL,Caledonia Mining Corporation Plc,2023-11-08,2023-09-30,,USD
CMCO,Columbus Mckinnon Corp,2023-10-25,2023-09-30,0.7,USD
CMCSA,Comcast Corp - Class A,2023-10-26,2023-09-30,0.95,USD
CMCT,Creative Media & Community Trust,2023-11-13,2023-09-30,-0.69,USD
CMDRF,CMDRF,2023-10-19,2023-09-30,,CAD
CMDXF,CMDXF,2023-11-13,2023-09-30,,CAD
CME,CME Group Inc - Class A,2023-10-25,2023-09-30,2.2,USD
CMFO,CMFO,2023-11-29,2023-09-30,0,USD
CMG,Chipotle Mexican Grill,2023-10-26,2023-09-30,10.55,USD
CMGGF,CMGGF,2023-11-09,2023-09-30,0.0618,EGP
CMGO,CMGO,2023-11-13,2023-09-30,,USD
CMGR,CMGR,2023-11-13,2023-09-30,,USD
CMI,Cummins Inc,2023-11-01,2023-09-30,4.76,USD
CMLS,Cumulus Media Inc - Class A,2023-10-26,2023-09-30,-0.19,USD
CMMB,Chemomab Therapeutics Ltd,2023-11-09,2023-09-30,-0.02,USD
CMP,Compass Minerals International Inc,2023-11-27,2023-09-30,-0.03,USD
CMPGY,CMPGY,2023-11-20,2023-09-30,0,GBP
CMPO,CompoSecure Inc - Class A,2023-10-31,2023-09-30,0.25,USD
CMPR,Cimpress plc,2023-10-25,2023-09-30,-0.34,USD
CMPS,Compass Pathways Plc,2023-11-06,2023-09-30,-0.44,USD
CMPX,Compass Therapeutics Inc,2023-11-09,2023-09-30,-0.0943,USD
CMRE,Costamare Inc,2023-10-31,2023-09-30,0.66,USD
CMRX,Chimerix Inc,2023-11-01,2023-09-30,-0.23,USD
CMS,CMS Energy Corporation,2023-10-25,2023-09-30,0.75,USD
CMS-PB,CMS-PB,2023-10-25,2023-09-30,,USD
CMT,Core Molding Technologies,2023-11-06,2023-09-30,0.56,USD
CMTG,Claros Mortgage Trust Inc,2023-11-06,2023-09-30,0.32,USD
CMTL,Comtech Telecommunications Corp,2023-09-27,2023-07-31,0.17,USD
CMTL,Comtech Telecommunications Corp,2023-12-06,2023-10-31,-0.1295,USD
CMTOY,CMTOY,2023-11-08,2023-09-30,0.0671,COP
CMTV,CMTV,2023-11-14,2023-09-30,,USD
CMUV,CMUV,2023-10-16,2023-09-30,,USD
CNA,CNA Financial Corp,2023-10-30,2023-09-30,0.99,USD
CNAF,CNAF,2023-10-30,2023-09-30,,USD
CNBB,CNBB,2023-10-12,2023-09-30,,USD
CNBX,CNBX,2023-11-30,2023-08-31,,USD
CNC,Centene Corp,2023-10-24,2023-09-30,1.5,USD
CNCE,CNCE,2023-11-06,2023-09-30,,USD
CNDT,Conduent Inc,2023-10-30,2023-09-30,0.02,USD
CNF,CNFinance Holdings Ltd,2023-11-20,2023-09-30,0.01,USD
CNFN,CNFN,2023-11-08,2023-09-30,0,USD
CNFR,Conifer Holdings Inc,2023-11-07,2023-09-30,0.02,USD
CNGO,CNGO,2023-11-08,2023-09-30,,USD
CNHI,CNH Industrial NV,2023-11-07,2023-09-30,0.4484,USD
CNI,Canadian National Railway Company,2023-10-23,2023-09-30,1.35,USD
CNIKF,CNIKF,2023-09-27,2023-07-31,,CAD
CNK,Cinemark Holdings Inc,2023-11-02,2023-09-30,0.35,USD
CNLFF,CNLFF,2023-11-09,2023-09-30,,CAD
CNM,Core & Main Inc Class A,2023-12-04,2023-09-30,0.64,USD
CNMD,Conmed Corp,2023-10-24,2023-09-30,0.83,USD
CNNE,Cannae Holdings Inc,2023-11-07,2023-09-30,-0.33,USD
CNNED,CNNED,2023-11-08,2023-09-30,,USD
CNNEF,CNNEF,2023-11-08,2023-09-30,,USD
CNNRF,CNNRF,2023-11-20,2023-09-30,,CAD
CNO,CNO Financial Group Inc,2023-10-30,2023-09-30,0.75,USD
CNOB,ConnectOne Bancorp Inc,2023-10-25,2023-09-30,0.5,USD
CNOBF,CNOBF,2023-09-26,2023-07-31,,CAD
CNOBF,CNOBF,2023-12-13,2023-10-31,,CAD
CNP,Centerpoint Energy Inc,2023-10-30,2023-09-30,0.36,USD
CNPOF,CNPOF,2023-11-27,2023-09-30,,USD
CNPRF,CNPRF,2023-11-13,2023-09-30,,CAD
CNQ,Canadian Natural Resources Ltd,2023-11-01,2023-09-30,1.52,USD
CNRD,CNRD,2023-11-13,2023-09-30,,USD
CNRIF,CNRIF,2023-10-23,2023-08-31,,CAD
CNS,Cohen & Steers Inc,2023-10-17,2023-09-30,0.74,USD
CNSL,Consolidated Communications Holdings Inc,2023-10-30,2023-09-30,-0.31,USD
CNSP,Cns Pharmaceuticals Inc,2023-11-08,2023-09-30,,USD
CNSWF,CNSWF,2023-11-02,2023-09-30,15.14,USD
CNTA,Centessa Pharmaceuticals plc,2023-11-13,2023-09-30,-0.5199,USD
CNTFY,CNTFY,2023-11-22,2023-09-30,0,USD
CNTG,Centogene NV,2023-09-25,2023-06-30,-0.3682,EUR
CNTG,Centogene NV,2023-12-20,2023-09-30,-0.3895,EUR
CNTMF,CNTMF,2023-11-27,2023-09-30,0.01,USD
CNTTQ,CNTTQ,2023-11-16,2023-09-30,0,CAD
CNTX,Context Therapeutics Inc,2023-11-30,2023-09-30,-0.295,USD
CNTY,Century Casinos Inc,2023-11-07,2023-09-30,0.15,USD
CNVCF,CNVCF,2023-11-27,2023-10-31,,USD
CNVS,Cineverse Corp - Class A,2023-11-13,2023-09-30,-0.16,USD
CNVVY,CNVVY,2023-11-29,2023-09-30,0,USD
CNX,CNX Resources Corp,2023-10-25,2023-09-30,0.37,USD
CNXC,Concentrix Corp,2023-09-27,2023-08-31,2.84,USD
CNXN,PC Connection Inc,2023-11-01,2023-09-30,0.82,USD
COCO,Vita Coco Company Inc (The),2023-11-07,2023-09-30,0.23,USD
COCP,Cocrystal Pharma Inc,2023-11-13,2023-09-30,-0.53,USD
CODI,Compass Diversified Holdings,2023-11-01,2023-09-30,0.42,USD
CODX,Co-Diagnostics Inc,2023-11-08,2023-09-30,-0.29,USD
CODYY,CODYY,2023-10-26,2023-09-30,0,EUR
COF,Capital One Financial Corp,2023-10-26,2023-09-30,3.31,USD
COFS,Choiceone Financial Services Inc,2023-10-24,2023-09-30,,USD
COGDF,COGDF,2023-11-27,2023-09-30,,CAD
COGT,Cogent Biosciences Inc,2023-11-13,2023-09-30,-0.5,USD
COHN,Cohen & Company Inc,2023-10-31,2023-09-30,,USD
COHR,Coherent Corp,2023-11-07,2023-09-30,0.14,USD
COHU,Cohu Inc,2023-10-25,2023-09-30,0.32,USD
COIN,Coinbase Global Inc - Class A,2023-11-01,2023-09-30,-0.52,USD
COKE,Coca-Cola Consolidated Inc,2023-10-30,2023-09-30,,USD
COLB,Columbia Banking System Inc,2023-10-18,2023-09-30,0.72,USD
COLD,Americold Realty Trust Inc,2023-11-02,2023-09-30,0.1137,USD
COLFF,COLFF,2023-10-11,2023-09-30,,CAD
COLL,Collegium Pharmaceutical Inc,2023-11-03,2023-09-30,0.73,USD
COLM,Columbia Sportswear Company,2023-10-25,2023-09-30,1.66,USD
COMM,CommScope Holding Company Inc,2023-11-01,2023-09-30,0.33,USD
COMP,Compass Inc - Class A,2023-11-08,2023-09-30,-0.07,USD
COMS,COMSovereign Holding Corp,2023-12-13,2023-09-30,,USD
CONN,Conns Inc,2023-12-04,2023-10-31,-1.53,USD
CONX,CONX Corp - Class A,2023-11-07,2023-09-30,,USD
CONXF,CONXF,2023-09-25,2023-06-30,,USD
CONXF,CONXF,2023-12-18,2023-09-30,,USD
COO,Cooper Companies Inc,2023-12-07,2023-10-31,3.48,USD
COOK,Traeger Inc,2023-11-10,2023-09-30,-0.12,USD
COOL,Corner Growth Acquisition Corp - Class A,2023-11-10,2023-09-30,,USD
COOP,Mr. Cooper Group Inc,2023-10-24,2023-09-30,1.75,USD
COP,Conoco Phillips,2023-11-02,2023-09-30,2.04,USD
COR,Cencora Inc,2023-11-01,2023-09-30,2.79,USD
CORBF,CORBF,2023-10-30,2023-09-30,,CNY
CORR,CorEnergy Infrastructure Trust Inc,2023-11-08,2023-09-30,,USD
CORT,Corcept Therapeutics Inc,2023-11-01,2023-09-30,0.21,USD
CORZQ,CORZQ,2023-10-30,2023-09-30,-0.04,USD
COR_OLD,COR_OLD,2023-11-01,2023-09-30,2.79,USD
COSG,COSG,2023-10-30,2023-09-30,,USD
COSM,Cosmos Health Inc,2023-11-13,2023-09-30,,USD
COSO,COSO,2023-11-08,2023-09-30,,USD
COST,Costco Wholesale Corp,2023-09-26,2023-08-31,4.79,USD
COST,Costco Wholesale Corp,2023-12-06,2023-11-30,3.3,USD
COTY,Coty Inc - Class A,2023-11-06,2023-09-30,0.17,USD
COUP,COUP,2023-12-11,2023-10-31,,USD
COUR,Coursera Inc,2023-10-24,2023-09-30,-0.07,USD
COWN,COWN,2023-10-26,2023-09-30,,USD
COYA,Coya Therapeutics Inc,2023-11-29,2023-09-30,-0.37,USD
CP,Canadian Pacific Kansas City Ltd,2023-10-24,2023-09-30,0.72,CAD
CPA,Copa Holdings S.A. - Class A,2023-11-14,2023-09-30,3.62,USD
CPAC,Cementos Pacasmayo S.A.A.,2023-10-25,2023-09-30,0.1469,PEN
CPB,Campbell Soup Company,2023-12-05,2023-10-31,0.88,USD
CPE,Callon Petroleum Company,2023-10-31,2023-09-30,1.58,USD
CPF,Central Pacific Financial Corp,2023-10-19,2023-09-30,0.52,USD
CPFXF,CPFXF,2023-09-26,2023-07-31,,CAD
CPG,Crescent Point Energy Corp,2023-11-02,2023-09-30,0.32,CAD
CPHC,Canterbury Park Holding Corp,2023-11-08,2023-09-30,,USD
CPHRF,CPHRF,2023-11-08,2023-09-30,0.07,USD
CPIVF,CPIVF,2023-09-26,2023-07-31,,CAD
CPIX,Cumberland Pharmaceuticals Inc,2023-11-06,2023-09-30,,USD
CPK,Chesapeake Utilities Corp,2023-10-31,2023-09-30,0.66,USD
CPKF,CPKF,2023-10-25,2023-09-30,0.81,USD
CPLFF,CPLFF,2023-11-08,2023-09-30,,CAD
CPLP,Capital Product Partners L P,2023-11-07,2023-09-30,0.74,USD
CPMV,CPMV,2023-11-01,2023-08-31,0,USD
CPNG,Coupang Inc - Class A,2023-11-07,2023-09-30,0.07,USD
CPPMF,CPPMF,2023-11-07,2023-09-30,,CAD
CPRI,Capri Holdings Ltd,2023-11-08,2023-09-30,1.56,USD
CPRT,Copart Inc,2023-11-14,2023-10-31,0.32,USD
CPRX,Catalyst Pharmaceuticals Inc,2023-11-07,2023-09-30,0.48,USD
CPS,Cooper-Standard Holdings Inc,2023-10-30,2023-09-30,-0.82,USD
CPSH,CPS Technologies Corporation,2023-10-31,2023-09-30,,USD
CPSI,Computer Programs & Systems Inc,2023-10-30,2023-09-30,0.42,USD
CPSS,Consumer Portfolio Service Inc,2023-11-07,2023-09-30,0.26,USD
CPT,Camden Property Trust,2023-10-25,2023-09-30,0.41,USD
CPTK,Crown PropTech Acquisitions - Class A,2023-11-29,2023-09-30,-0.36,USD
CPTN,Cepton Inc,2023-11-06,2023-09-30,-0.08,USD
CPTP,CPTP,2023-11-03,2023-09-30,0,USD
CPXGF,CPXGF,2023-11-08,2023-09-30,,CAD
CPXWF,CPXWF,2023-10-23,2023-09-30,,CAD
CQP,Cheniere Energy Partners LP,2023-11-01,2023-09-30,0.82,USD
CR,Crane Company,2023-11-29,2023-09-30,1.96,USD
CRAI,CRA International Inc,2023-11-01,2023-09-30,1.39,USD
CRARY,CRARY,2023-11-08,2023-09-30,0.2263,EUR
CRAWA,CRAWA,2023-11-07,2023-09-30,0.61,USD
CRBG,Corebridge Financial Inc,2023-11-09,2023-09-30,1.07,USD
CRBKF,CRBKF,2023-11-16,2023-09-30,,CAD
CRBP,Corbus Pharmaceuticals Holdings Inc,2023-11-06,2023-09-30,-2.06,USD
CRBU,Caribou Biosciences Inc,2023-11-07,2023-09-30,-0.406,USD
CRC,California Resources Corporation - New,2023-10-31,2023-09-30,0.89,USD
CRCT,Cricut Inc - Class A,2023-11-06,2023-09-30,0.07,USD
CRCUF,CRCUF,2023-11-14,2023-09-30,,USD
CRCW,CRCW,2023-11-10,2023-09-30,,USD
CRD-B,Crawford & Co. - Class B,2023-11-06,2023-09-30,0.26,USD
CRDE,CRDE,2023-11-29,2023-09-30,,USD
CRDF,Cardiff Oncology Inc,2023-11-01,2023-09-30,-0.28,USD
CRDL,Cardiol Therapeutics Inc - Class A,2023-11-08,2023-09-30,-0.08,CAD
CRDO,Credo Technology Group Holding Ltd,2023-11-28,2023-10-31,-0.01,USD
CRDOF,CRDOF,2023-11-21,2023-09-30,,USD
CREG,Smart Powerr Corp,2023-10-09,2023-09-30,,USD
CRESY,Cresud,2023-11-13,2023-09-30,0,ARS
CREX,Creative Realities Inc,2023-11-13,2023-09-30,-0.09,USD
CRFQF,CRFQF,2023-11-13,2023-09-30,,CAD
CRFTF,CRFTF,2023-10-03,2023-09-30,,CAD
CRGE,Charge Enterprises Inc,2023-11-15,2023-09-30,-0.05,USD
CRGP,CRGP,2023-11-29,2023-09-30,0,USD
CRGY,Crescent Energy Co. - Class A,2023-11-08,2023-09-30,0.2406,USD
CRH,CRH Plc,2023-11-29,2023-09-30,0,USD
CRHKY,CRHKY,2023-11-17,2023-09-30,0,CNY
CRI,Carters Inc,2023-10-26,2023-09-30,1.55,USD
CRIS,Curis Inc,2023-11-07,2023-09-30,-0.12,USD
CRK,Comstock Resources Inc,2023-10-30,2023-09-30,0.15,USD
